version,date,timestamp,security_issues_low,reliability_issues_low,maintainability_issues_low,total_debt_low,security_issues_medium,reliability_issues_medium,maintainability_issues_medium,total_debt_medium,security_issues_high,reliability_issues_high,maintainability_issues_high,total_debt_high
v0.14.1,2015-10-28,1446067265,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.2,2015-11-02,1446493557,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.3,2015-11-18,1447898932,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.4,2015-12-29,1451425903,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.5,2015-12-29,1451428626,0,0,0,0,0,0,0,0,0,0,0,0
15.3.1,2016-09-09,1473448327,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.6,2016-01-06,1452122793,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.7,2016-01-28,1454009306,0,0,0,0,0,0,0,0,0,0,0,0
v0.14.8,2016-03-29,1459266565,0,0,0,0,0,0,0,0,0,0,0,0
v15.0.0,2016-04-07,1460056070,0,0,0,0,0,0,0,0,0,0,0,0
v15.0.0-rc.1,2016-03-07,1457398930,0,0,0,0,0,0,0,0,0,0,0,0
v15.0.0-rc.2,2016-03-16,1458163294,0,0,0,0,0,0,0,0,0,0,0,0
v15.0.1,2016-04-08,1460139145,0,0,0,0,0,0,0,0,0,0,0,0
v15.0.2,2016-04-29,1461976363,0,0,0,0,0,0,0,0,0,0,0,0
v15.1.0,2016-05-20,1463784875,0,0,0,0,0,0,0,0,0,0,0,0
v15.2.0,2016-07-01,1467397865,0,0,0,0,0,0,0,0,0,0,0,0
v15.2.1,2016-07-08,1468016102,0,0,0,0,0,0,0,0,0,0,0,0
v15.3.0,2016-07-29,1469816783,0,0,0,0,0,0,0,0,0,0,0,0
v15.3.1,2016-08-19,1471632125,0,0,0,0,0,0,0,0,0,0,0,0
v15.3.2,2016-09-19,1474306500,0,0,0,0,0,0,0,0,0,0,0,0
v15.4.0,2016-11-16,1479305817,0,0,0,0,0,0,0,0,0,0,0,0
v15.4.0-rc.3,2016-10-14,1476471381,0,0,0,0,0,0,0,0,0,0,0,0
v15.4.1,2016-11-22,1479865632,0,0,0,0,0,0,0,0,0,0,0,0
15.3.2,2017-03-16,1489715923,0,0,0,0,0,0,0,0,0,0,0,0
16.0.0-beta.1,2017-07-26,1501098931,0,0,0,0,0,0,0,0,0,0,0,0
16.0.0-beta.3,2017-08-03,1501801528,0,0,0,0,0,0,0,0,0,0,0,0
16.0.0-beta.4,2017-08-08,1502208497,0,0,0,0,0,0,0,0,0,0,0,0
16.0.0-beta.5,2017-08-08,1502213125,0,0,0,0,0,0,0,0,0,0,0,0
16.1.0,2017-11-09,1510239357,0,0,0,0,0,0,0,0,0,0,0,0
16.1.0-beta,2017-11-02,1509662071,0,0,0,0,0,0,0,0,0,0,0,0
16.1.0-beta.1,2017-11-07,1510066411,0,0,0,0,0,0,0,0,0,0,0,0
16.1.0-rc,2017-11-08,1510181978,0,0,0,0,0,0,0,0,0,0,0,0
v15.4.2,2017-01-06,1483732374,0,0,0,0,0,0,0,0,0,0,0,0
v15.5.0,2017-04-07,1491600087,0,0,0,0,0,0,0,0,0,0,0,0
v15.5.1,2017-04-07,1491624501,0,0,0,0,0,0,0,0,0,0,0,0
v15.5.2,2017-04-07,1491624502,0,0,0,0,0,0,0,0,0,0,0,0
v15.5.3,2017-04-07,1491624519,0,0,0,0,0,0,0,0,0,0,0,0
v15.5.4,2017-04-11,1491938619,0,0,0,0,0,0,0,0,0,0,0,0
v15.6.0,2017-06-13,1497369941,0,0,0,0,0,0,0,0,0,0,0,0
v15.6.1,2017-06-15,1497486244,0,0,0,0,0,0,0,0,0,0,0,0
v15.6.2,2017-09-25,1506384400,0,0,0,0,0,0,0,0,0,0,0,0
v16.0.0,2017-09-26,1506441033,0,0,0,0,0,0,0,0,0,0,0,0
v16.0.0-alpha.3,2017-02-23,1487892968,0,0,0,0,0,0,0,0,0,0,0,0
v16.0.0-alpha.4,2017-03-13,1489420481,0,0,0,0,0,0,0,0,0,0,0,0
v16.0.0-rc.1,2017-09-06,1504737802,0,0,0,0,0,0,0,0,0,0,0,0
v16.0.0-rc.2,2017-09-06,1504755364,0,0,0,0,0,0,0,0,0,0,0,0
v16.1.0,2017-11-09,1510239867,0,0,0,0,0,0,0,0,0,0,0,0
v16.1.1,2017-11-13,1510589475,0,0,0,0,0,0,0,0,0,0,0,0
v16.2.0,2017-11-28,1511904563,0,0,0,0,0,0,0,0,0,0,0,0
v0.0.0-88ada9819,2018-11-28,1543442205,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.0,2018-03-29,1522354032,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.0-alpha.0,2018-02-02,1517605294,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.0-alpha.1,2018-02-12,1518460901,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.0-alpha.2,2018-03-14,1521059200,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.0-alpha.3,2018-03-22,1521747910,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.0-rc.0,2018-03-27,1522203080,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.1,2018-04-04,1522801986,0,0,0,0,0,0,0,0,0,0,0,0
v16.3.2,2018-04-16,1523892193,0,0,0,0,0,0,0,0,0,0,0,0
v16.4.0,2018-05-23,1527122131,0,0,0,0,0,0,0,0,0,0,0,0
v16.4.0-alpha.16.4.0-alpha.7926752,2018-02-12,1518482685,0,0,0,0,0,0,0,0,0,0,0,0
v16.4.0-alpha.5a25959,2018-02-23,1519448778,0,0,0,0,0,0,0,0,0,0,0,0
v16.4.0-alpha.94a255d,2018-02-26,1519697579,0,0,0,0,0,0,0,0,0,0,0,0
v16.4.1,2018-06-13,1528906835,0,0,0,0,0,0,0,0,0,0,0,0
v16.4.2,2018-08-01,1533147997,0,0,0,0,0,0,0,0,0,0,0,0
v16.5.0,2018-09-06,1536251667,0,0,0,0,0,0,0,0,0,0,0,0
v16.5.1,2018-09-13,1536862291,0,0,0,0,0,0,0,0,0,0,0,0
v16.5.2,2018-09-18,1537295450,0,0,0,0,0,0,0,0,0,0,0,0
v16.6.0,2018-10-23,1540337375,0,0,0,0,0,0,0,0,0,0,0,0
v16.6.0-alpha.0,2018-09-17,1537221946,0,0,0,0,0,0,0,0,0,0,0,0
v16.6.0-alpha.400d197,2018-10-04,1538700884,0,0,0,0,0,0,0,0,0,0,0,0
v16.6.0-alpha.8af6728,2018-10-10,1539188340,0,0,0,0,0,0,0,0,0,0,0,0
v16.6.1,2018-11-06,1541557730,0,0,0,0,0,0,0,0,0,0,0,0
v16.6.3,2018-11-12,1542074346,0,0,0,0,0,0,0,0,0,0,0,0
v16.7.0,2018-12-14,1544814203,0,0,0,0,0,0,0,0,0,0,0,0
v16.7.0-alpha.1,2018-11-13,1542137020,0,0,0,0,0,0,0,0,0,0,0,0
1.2.5,2019-03-29,1553874819,0,0,0,0,0,0,0,0,0,0,0,0
status,2019-10-21,1571695735,0,0,0,0,0,0,0,0,0,0,0,0
v16.10.0,2019-09-25,1569450387,0,0,0,0,0,0,0,0,0,0,0,0
v16.10.1,2019-09-28,1569693057,0,0,0,0,0,0,0,0,0,0,0,0
v16.10.2,2019-10-03,1570127072,0,0,0,0,0,0,0,0,0,0,0,0
v16.11.0,2019-10-21,1571695735,0,0,0,0,0,0,0,0,0,0,0,0
v16.12.0,2019-11-12,1573584067,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.0,2019-02-05,1549388061,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.0-alpha.1,2019-01-15,1547592942,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.1,2019-02-06,1549473399,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.2,2019-02-14,1550164887,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.3,2019-02-21,1550769698,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.4,2019-03-05,1551827761,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.5,2019-03-22,1553266152,0,0,0,0,0,0,0,0,0,0,0,0
v16.8.6,2019-03-27,1553756148,0,0,0,0,0,0,0,0,0,0,0,0
v16.9.0,2019-08-05,1565035265,0,0,0,0,0,0,0,0,0,0,0,0
v16.9.0-alpha.0,2019-04-03,1554308571,0,0,0,0,0,0,0,0,0,0,0,0
v16.9.0-rc.0,2019-08-05,1565035265,0,0,0,0,0,0,0,0,0,0,0,0
v0.0.0-d7382b6c4,2020-03-30,1585592704,0,0,0,0,0,0,0,0,0,0,0,0
v0.0.0-experimental-8b155d261,2020-03-11,1583955503,0,0,0,0,0,0,0,0,0,0,0,0
v0.0.0-experimental-aae83a4b9,2020-03-17,1584492974,0,0,0,0,0,0,0,0,0,0,0,0
v0.0.0-experimental-d7382b6c4,2020-03-30,1585592704,0,0,0,0,0,0,0,0,0,0,0,0
v16.13.0,2020-02-26,1582749209,0,0,0,0,0,0,0,0,0,0,0,0
v16.13.1,2020-03-19,1584642980,0,0,0,0,0,0,0,0,0,0,0,0
v17.0.0,2020-10-20,1603226024,0,0,0,0,0,0,0,0,0,0,0,0
v17.0.1,2020-10-22,1603367960,0,0,0,0,0,0,0,0,0,0,0,0
v0.0.0-experimental-27659559e,2021-01-04,1609775180,0,0,0,0,0,0,0,0,0,0,0,0
v17.0.2,2021-03-22,1616443295,0,0,0,0,0,0,0,0,0,0,0,0
